"Year","State","State_Code","Ag.District","Ag.District.Code","County","County.ANSI","Commodity","Species","Product_Type","Unit","Value","CV....","Wholesale_Type"
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"BUTTE",7,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SACRAMENTO",67,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"SUTTER",101,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,11,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,492000,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,9,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,378000,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"TEHAMA",103,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,4000,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,2000,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YOLO",113,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YUBA",115,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YUBA",115,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YUBA",115,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SACRAMENTO VALLEY",50,"YUBA",115,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"FRESNO",19,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,5,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1711000,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,5,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,588000,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"KERN",29,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","OTHER","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"MERCED",47,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"SAN JOAQUIN",77,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"SAN JOAQUIN",77,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"SAN JOAQUIN",77,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"SAN JOAQUIN",77,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,10,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,457000,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,10,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,197000,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SAN JOAQUIN VALLEY",51,"STANISLAUS",99,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"AMADOR",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"AMADOR",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"AMADOR",5,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"AMADOR",5,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"EL DORADO",17,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"EL DORADO",17,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"EL DORADO",17,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"EL DORADO",17,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"INYO",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"INYO",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"INYO",27,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"INYO",27,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","ALL PRODUCTS",NA,5,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,5,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"MONO",51,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"PLACER",61,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SIERRA MOUNTAINS",60,"TUOLUMNE",109,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SHASTA",89,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","OTHER","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","ALL PRODUCTS",NA,3,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,3,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"SISKIYOU",93,"FOOD FISH","TROUT","REPORTED BY NUMBER SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"TRINITY",105,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"TRINITY",105,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"TRINITY",105,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,1,"",NA
2007,"CALIFORNIA",6,"SISKIYOU-SHASTA",20,"TRINITY",105,"FOOD FISH","TROUT","REPORTED BY LBS SOLD",NA,NA,"",NA
2007,"CALIFORNIA",6,"SOUTHERN CALIFORNIA",80,"IMPERIAL",25,"FOOD FISH","OTHER","ALL PRODUCTS",NA,5,"",NA
2007,"CALIFORNIA",6,"SOUTHERN CALIFORNIA",80,"IMPERIAL",25,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"",NA
2007,"CALIFORNIA",6,"SOUTHERN CALIFORNIA",80,"IMPERIAL",25,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,2,"",NA
2007,"CALIFORNIA",6,"SOUTHERN CALIFORNIA",80,"IMPERIAL",25,"FOOD FISH","OTHER","REPORTED BY LBS SOLD",NA,NA,"",NA
