"Year","State","Species","Product_Type","Unit","Value","CV...."
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,4,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,4,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,6,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,35000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,6,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,5,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,5,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,3000,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,3,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,3000,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,4,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,64000,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,4,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,13000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,284000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,236000,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,8,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2094000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,8,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2777000,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,8,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,29000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,6000,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,5,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,10000,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,9000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,7,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,35000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,7,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,24000,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,2,""
2007,"ALABAMA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,5,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,2000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,5,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,1000,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALABAMA","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ALABAMA","CATFISH","ALL PRODUCTS",NA,3000,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ALABAMA","CATFISH","REPORTED BY LBS SOLD",NA,4000,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,2,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,8,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,13996000,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,4,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,15780000,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,4,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,37311000,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,14,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,10468000,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,3,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,11,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,206980000,""
2007,"ALASKA","TROUT","ALL PRODUCTS",NA,1,""
2007,"ALASKA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,2,""
2007,"ALASKA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ALASKA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALASKA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ALASKA","TROUT","ALL PRODUCTS",NA,1,""
2007,"ALASKA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ALASKA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,2,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,2,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,2,""
2007,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,3,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,6000,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,3,""
2007,"ARIZONA","TROUT","REPORTED BY NUMBER SOLD",NA,5000,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,1,""
2007,"ARIZONA","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARIZONA","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARIZONA","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARIZONA","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARIZONA","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARIZONA","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,6,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,5,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,7,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2697000,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,5,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,761000,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,3,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,8222000,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,3,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","TROUT","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","TROUT","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,3,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,6,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,3803000,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,6,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,5300000,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,2,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,2,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,5,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,158000,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,5,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,215000,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,4,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,433000,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,4,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,517000,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,1,""
2007,"ARKANSAS","CATFISH","REPORTED BY NUMBER SOLD",NA,NA,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,1,""
2007,"ARKANSAS","OTHER","ALL PRODUCTS",NA,NA,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,1,""
2007,"ARKANSAS","OTHER","REPORTED BY LBS SOLD",NA,NA,""
2007,"ARKANSAS","CATFISH","ALL PRODUCTS",NA,14,""
